cell_idx,df_name,df_col,cpu->gpu,cost-cpu->gpu,gpu->cpu,cost-gpu->cpu
0,lineitem,L_SHIPDATE,175.0,173.6180929081408,76000.0,973.6030805588481
0,lineitem,L_LINESTATUS,7250.0,4851.003642209461,3140.0,1356.0022705191752
0,lineitem,L_TAX,790.0,569.6225404729089,86000.0,1303.5381368146159
0,lineitem,L_ORDERKEY,123.0,110.80308727417601,122000.0,973.921880600792
0,lineitem,L_DISCOUNT,788.0,569.6225404729089,1090.0,1303.5381368146159
0,lineitem,L_RETURNFLAG,7140.0,4851.003642209461,10900.0,1356.0022705191752
0,lineitem,L_QUANTITY,110.0,110.80308727417601,104000.0,973.921880600792
0,lineitem,L_EXTENDEDPRICE,790.0,569.6225404729089,95000.0,1303.5381368146159
0,lf,L_QUANTITY,107.0,109.25551945728,12200.0,960.2304756496064
0,lf,L_EXTENDEDPRICE,779.0,561.616846148864,133000.0,1285.1923329518272
0,lf,L_DISCOUNT,765.0,561.616846148864,125000.0,1285.1923329518272
0,lf,L_TAX,769.0,561.616846148864,119000.0,1285.1923329518272
0,lf,L_RETURNFLAG,7050.0,4782.728375907672,25800.0,1336.9417312466114
0,lf,L_LINESTATUS,6950.0,4782.728375907672,4740.0,1336.9417312466114
0,lf,L_SHIPDATE,170.0,171.180564829824,83000.0,959.9033505634817
0,lf,L_ORDERKEY,115.0,109.25551945728,115000.0,960.2304756496064
1,lf,L_LINESTATUS,7150.0,4782.728375907672,1910.0,1336.9417312466114
1,lf,L_ORDERKEY,109.0,109.25551945728,129000.0,960.2304756496064
1,lf,L_DISCOUNT,774.0,561.616846148864,120000.0,1285.1923329518272
1,lf,L_RETURNFLAG,7090.0,4782.728375907672,24500.0,1336.9417312466114
1,lf,L_QUANTITY,108.0,109.25551945728,82000.0,960.2304756496064
1,lf,L_EXTENDEDPRICE,761.0,561.616846148864,4280.0,1285.1923329518272
