benchmark_name,run_id,stage,source,elapsed_seconds
creating-player-stats-using-tracking-data,1774820621-7d3d1ca8,cell_exec_info,compute,13.827131
creating-player-stats-using-tracking-data,1774820621-7d3d1ca8,cudf_profile_info,compute,71.014480
