df_col,cpu->gpu,cost-cpu->gpu,gpu->cpu,cost-gpu->cpu
num_ratings,1090.0,59.277854692292806,1770.0,181.55427066844322
useful,1090.0,59.277854692292806,1840.0,181.55427066844322
liked,1060.0,59.277854692292806,1730.0,181.55427066844322
course_rating_int,1070.0,87.8273066942784,1770.0,174.496669454396
course_num,1950.0,414.40877285832084,2830.0,956.56563202476
course_code,1700.0,428.3796535167608,2740.0,1248.31088141076
index,14.8,1.5947668476599999,32.7,5.7095088086232
course_code,11.4,8.68000169102,49.8,25.53879305076
num_ratings,6.63,1.5947668476599999,30.9,5.7095088086232
useful,7.19,1.5947668476599999,33.9,5.7095088086232
easy,7.7,1.5947668476599999,32.2,5.7095088086232
liked,7.14,1.5947668476599999,31.2,5.7095088086232
num_reviews,7.02,1.5947668476599999,33.6,5.7095088086232
course_rating_int,7.88,2.67289151048,31.2,6.5954318935459995
course_num,11.9,8.49121442618,48.9,21.59646550476
course_rating_mean,9.71,7.34197973972,55.1,44.90563975776001
num_reviews,6.37,1.5947668476599999,33.0,5.7095088086232
easy,6.57,1.5947668476599999,32.1,5.7095088086232
index,6.85,1.5947668476599999,34.4,5.7095088086232
num_ratings,6.9,1.5947668476599999,31.6,5.7095088086232
useful,6.93,1.5947668476599999,30.9,5.7095088086232
liked,6.89,1.5947668476599999,33.1,5.7095088086232
course_rating_int,7.52,2.67289151048,31.0,6.5954318935459995
course_code,12.2,8.68000169102,49.1,25.53879305076
