cell_idx,df_name,df_col,cpu->gpu,cost-cpu->gpu,gpu->cpu,cost-gpu->cpu
0,test_df,text_id,4.79,0.1408437014724,3.71,1.7817969557952
0,test_df,full_text,10.9,5.230150529672399,5.55,4.3531232909952
0,train_df,text_id,390.0,183.22379512687243,89.5,58.5679491973952
0,train_df,full_text,6610.0,5487.048175997622,2920.0,2742.89251707139
0,train_df,cohesion,29.4,19.3511939145728,159.0,42.53942931320001
0,train_df,syntax,28.5,19.3511939145728,33.9,42.53942931320001
0,train_df,vocabulary,29.3,19.3511939145728,45.3,42.53942931320001
0,train_df,phraseology,19.2,19.3511939145728,22.1,42.53942931320001
0,train_df,grammar,20.2,19.3511939145728,27.0,42.53942931320001
0,train_df,conventions,20.4,19.3511939145728,32.8,42.53942931320001
1,train_df,text_id,234.0,183.22379512687243,81.9,58.5679491973952
1,train_df,full_text,6430.0,5487.048175997622,2860.0,2742.89251707139
1,train_df,cohesion,28.0,19.3511939145728,34.5,42.53942931320001
1,train_df,syntax,28.9,19.3511939145728,20.8,42.53942931320001
1,train_df,vocabulary,21.0,19.3511939145728,20.7,42.53942931320001
1,train_df,phraseology,19.9,19.3511939145728,20.6,42.53942931320001
1,train_df,grammar,21.8,19.3511939145728,20.3,42.53942931320001
1,train_df,conventions,20.7,19.3511939145728,21.2,42.53942931320001
2,test_df,text_id,2.39,0.1408437014724,3.14,1.7817969557952
2,test_df,full_text,6.22,5.230150529672399,4.34,4.3531232909952
3,test_df,text_id,1.74,0.1408437014724,3.4,1.7817969557952
3,test_df,full_text,5.86,5.230150529672399,4.52,4.3531232909952
3,train_df,text_id,256.0,183.22379512687243,71.0,58.5679491973952
3,train_df,full_text,6600.0,5487.048175997622,2930.0,2742.89251707139
3,train_df,cohesion,28.4,19.3511939145728,38.9,42.53942931320001
3,train_df,syntax,27.1,19.3511939145728,34.4,42.53942931320001
3,train_df,vocabulary,19.9,19.3511939145728,45.0,42.53942931320001
3,train_df,phraseology,19.7,19.3511939145728,21.4,42.53942931320001
3,train_df,grammar,19.5,19.3511939145728,22.3,42.53942931320001
3,train_df,conventions,18.7,19.3511939145728,26.1,42.53942931320001
5,train_df,text_id,231.0,183.22379512687243,87.1,58.5679491973952
5,train_df,full_text,6370.0,5487.048175997622,3100.0,2742.89251707139
5,train_df,cohesion,30.0,19.3511939145728,35.0,42.53942931320001
5,train_df,syntax,34.0,19.3511939145728,51.7,42.53942931320001
5,train_df,vocabulary,21.0,19.3511939145728,21.6,42.53942931320001
5,train_df,phraseology,20.3,19.3511939145728,21.1,42.53942931320001
5,train_df,grammar,22.0,19.3511939145728,21.4,42.53942931320001
5,train_df,conventions,19.5,19.3511939145728,21.1,42.53942931320001
6,train_df,grammar,27.6,19.3511939145728,21.8,42.53942931320001
6,train_df,syntax,28.4,19.3511939145728,25.2,42.53942931320001
6,train_df,conventions,28.6,19.3511939145728,32.5,42.53942931320001
6,train_df,cohesion,23.7,19.3511939145728,34.0,42.53942931320001
6,train_df,vocabulary,21.9,19.3511939145728,32.7,42.53942931320001
6,train_df,phraseology,22.5,19.3511939145728,33.9,42.53942931320001
6,train_df,total_score,25.6,19.3511939145728,20.9,42.53942931320001
7,train_df,grammar,24.0,19.3511939145728,30.0,42.53942931320001
7,train_df,total_score,24.9,19.3511939145728,33.5,42.53942931320001
7,train_df,syntax,24.5,19.3511939145728,35.3,42.53942931320001
7,train_df,conventions,23.6,19.3511939145728,32.8,42.53942931320001
7,train_df,cohesion,19.0,19.3511939145728,35.0,42.53942931320001
7,train_df,vocabulary,20.8,19.3511939145728,21.6,42.53942931320001
7,train_df,phraseology,26.6,19.3511939145728,21.2,42.53942931320001
8,train_df,full_text,6380.0,5487.048175997622,2890.0,2742.89251707139
8,train_df,word_count,13.2,4.431023587455999,23.0,32.8432515884
9,train_df,word_count,12.2,4.431023587455999,22.1,32.8432515884
10,train_df,word_count,13.1,4.431023587455999,35.5,32.8432515884
